Q_Ls,Head_m,Eff_%_fabricante,Power_kW_interp,NPSHr_m,Ph_kW_teorico,Eficiencia_real_%
176.96969696969697,868.7878787878788,82.13131313131314,1834.8484848484848,5.933333333333334,1508.2789421487603,82.20182508820659
178.989898989899,866.2626262626262,82.26599326599326,1844.949494949495,6.044444444444444,1521.062670339761,82.44467799815843
181.010101010101,863.7373737373738,82.4006734006734,1855.050505050505,6.155555555555556,1533.7463067033977,82.67949053288123
183.03030303030303,861.2121212121212,82.53535353535354,1865.1515151515152,6.266666666666667,1546.3298512396696,82.90639332397903
185.05050505050505,858.6868686868687,82.67003367003367,1875.2525252525252,6.377777777777778,1558.8133039485765,83.12551418847782
187.07070707070707,856.1616161616162,82.8047138047138,1885.3535353535353,6.488888888888889,1571.1966648301193,83.33697820422277
189.0909090909091,853.6363636363636,82.93939393939394,1895.4545454545455,6.6000000000000005,1583.4799338842975,83.54090778286462
191.11111111111111,851.1111111111111,83.07407407407408,1905.5555555555557,6.711111111111111,1595.6631111111112,83.73742274052478
193.13131313131314,848.5858585858585,83.20875420875421,1915.6565656565656,6.822222222222223,1607.74619651056,83.92664036622486
195.15151515151516,846.060606060606,83.34343434343434,1925.7575757575758,6.933333333333334,1619.7291900826447,84.1086754881625
197.17171717171718,843.5353535353536,83.47811447811448,1935.858585858586,7.044444444444445,1631.6120918273646,84.28364053791239
199.1919191919192,841.010101010101,83.61279461279462,1945.959595959596,7.155555555555557,1643.39490174472,84.45164561262771
201.21212121212122,836.6666666666666,83.74747474747475,1954.0404040404042,7.315151515151516,1651.4887272727274,84.51661101059706
203.23232323232324,831.1111111111111,83.88215488215488,1960.7744107744109,7.507070707070708,1656.9937777777777,84.50710947024984
205.25252525252526,825.5555555555555,84.01683501683502,1967.5084175084176,7.6989898989898995,1662.2786262626264,84.48648104731754
207.27272727272728,820.0,84.15151515151516,1974.2424242424242,7.8909090909090915,1667.3432727272727,84.45483960092095
209.2929292929293,814.4444444444445,84.28619528619528,1980.976430976431,8.082828282828284,1672.1877171717174,84.41229744199882
211.31313131313132,808.8888888888889,84.42087542087542,1987.7104377104376,8.274747474747477,1676.8119595959597,84.35896535953249
213.33333333333334,803.3333333333333,84.55555555555556,1994.4444444444446,8.466666666666669,1681.216,84.29495264623954
215.35353535353536,797.7777777777777,84.6902356902357,2001.1784511784513,8.658585858585859,1685.399838383838,84.2203671237486
217.37373737373738,792.2222222222222,84.82491582491582,2007.912457912458,8.850505050505053,1689.3634747474748,84.13531516726755
219.3939393939394,786.6666666666666,84.95959595959596,2014.6464646464647,9.042424242424243,1693.106909090909,84.03990172975682
221.41414141414143,781.1111111111111,84.85858585858585,2021.3804713804714,9.234343434343437,1696.6301414141412,83.93423036562004
223.43434343434345,775.5555555555555,84.65656565656566,2028.114478114478,9.426262626262627,1699.9331717171717,83.81840325392214
225.45454545454547,770.0,84.45454545454545,2034.848484848485,9.618181818181819,1703.0160000000003,83.6925212211467
227.4747474747475,764.4444444444443,84.25252525252525,2041.5824915824917,9.810101010101011,1705.8786262626263,83.55668376350293
229.4949494949495,758.8888888888889,84.05050505050505,2048.3164983164984,10.002020202020203,1708.5210505050507,83.41098906879265
231.51515151515153,753.3333333333333,83.84848484848484,2055.0505050505053,10.193939393939395,1710.9432727272726,83.25553403784713
233.53535353535355,747.7777777777777,83.64646464646465,2061.784511784512,10.385858585858587,1713.145292929293,83.09041430554421
235.55555555555557,742.2222222222222,83.44444444444444,2068.5185185185187,10.57777777777778,1715.1271111111112,82.9157242614145
237.5757575757576,736.6666666666666,83.24242424242424,2075.252525252525,10.769696969696971,1716.888727272727,82.73155706984667
239.5959595959596,731.1111111111111,83.04040404040404,2081.986531986532,10.961616161616163,1718.4301414141412,82.53800468990052
241.61616161616163,725.5555555555555,82.83838383838383,2088.7205387205386,11.242424242424246,1719.7513535353537,82.33515789473685
243.63636363636365,720.0,82.63636363636364,2095.4545454545455,11.545454545454549,1720.8523636363636,82.12310629067245
245.65656565656568,714.4444444444443,82.43434343434343,2102.1885521885524,11.848484848484851,1721.7331717171714,81.90193833586929
247.6767676767677,708.8888888888888,82.23232323232322,2108.922558922559,12.151515151515154,1722.3937777777778,81.67174135866529
249.69696969696972,703.3333333333333,82.03030303030303,2115.656565656566,12.454545454545457,1722.8341818181818,81.43260157555503
251.71717171717174,697.7777777777777,81.82828282828282,2122.3905723905723,12.757575757575761,1723.0543838383837,81.18460410882842
253.73737373737376,692.2222222222222,81.62626262626263,2129.124579124579,13.060606060606064,1723.054383838384,80.92783300387444
255.75757575757578,686.6666666666666,81.42424242424242,2135.858585858586,13.363636363636367,1722.834181818182,80.66237124615748
257.7777777777778,681.111111111111,81.22222222222221,2142.5925925925926,13.666666666666675,1722.3937777777778,80.38830077787381
259.7979797979798,675.5555555555555,81.02020202020202,2149.3265993265995,13.969696969696969,1721.7331717171714,80.10570251429463
261.81818181818187,669.9999999999999,80.81818181818181,2263.6363636363667,14.27272727272728,1720.852363636364,76.0215903614457
263.83838383838383,664.4444444444445,80.61616161616162,2389.8989898989894,14.575757575757574,1719.7513535353535,71.95916483516484
265.8585858585859,658.8888888888887,80.41414141414141,2516.1616161616193,14.878787878787886,1718.430141414141,68.29569811320745
267.8787878787879,653.3333333333334,80.21212121212122,2642.424242424242,15.18181818181818,1716.8887272727275,64.97400000000002
269.89898989898995,647.7777777777776,80.01010101010101,2768.686868686872,15.484848484848492,1715.127111111111,61.947312659613196
271.9191919191919,642.2222222222222,79.8080808080808,2894.9494949494947,15.787878787878787,1713.145292929293,59.17703558967202
273.93939393939394,636.6666666666667,79.60606060606061,3021.212121212121,16.09090909090909,1710.9432727272726,56.63102106318957
275.95959595959596,631.1111111111111,79.4040404040404,3147.4747474747473,16.393939393939394,1708.5210505050504,54.28227984595635
277.979797979798,625.5555555555555,79.20202020202021,3273.7373737373737,16.696969696969695,1705.878626262626,52.10798642394322
280.0,620.0,79.0,3400.0,17.0,1703.016,50.08870588235295
